[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 57 | Fitness: -35.388 | Solution: [-3.94578895 -1.38110109] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 58 | Fitness: -8.669 | Solution: [-1.06287421  0.8136415 ] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 59 | Fitness: -13.685 | Solution: [-1.2052163   1.91680939] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 60 | Fitness: -23.549 | Solution: [-2.06976926  3.21743016] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 61 | Fitness: -44.097 | Solution: [1.00129235 5.32799015] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 62 | Fitness: -42.030 | Solution: [-3.33450495 -2.26166282] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 63 | Fitness: -36.422 | Solution: [-4.92272426 -2.87924214] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 64 | Fitness: -24.313 | Solution: [-3.76564723 -0.97036643] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 65 | Fitness: -28.380 | Solution: [-2.02959756 -2.6217422 ] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 66 | Fitness: -39.926 | Solution: [-3.109022   -3.36625343] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 67 | Fitness: -29.777 | Solution: [-2.96962474 -2.69263865] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 68 | Fitness: -13.135 | Solution: [-2.00243118 -3.01412006] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 69 | Fitness: -12.280 | Solution: [-1.08530956 -2.92265095] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 70 | Fitness: -16.904 | Solution: [-2.04784747 -2.20792368] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 71 | Fitness: -38.205 | Solution: [-3.58567664 -1.86737689] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 72 | Fitness: -44.962 | Solution: [ 1.01316519 -6.17951919] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 73 | Fitness: -25.219 | Solution: [0.46031153 1.90633659] 
[2025-03-24 15:41:50,605] INFO problem_rustrigin_2d:161 > Step: 74 | Fitness: -36.446 | Solution: [3.5821742  1.92020942] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 75 | Fitness: -12.985 | Solution: [-2.21352168 -0.04258643] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 76 | Fitness: -12.875 | Solution: [-2.1486916   2.02338129] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 77 | Fitness: -38.032 | Solution: [-1.44175863  3.19186321] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 78 | Fitness: -29.606 | Solution: [ 3.23693962 -0.76002298] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 79 | Fitness: -21.871 | Solution: [1.12245042 0.38846232] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 80 | Fitness: -19.874 | Solution: [ 2.83503611 -1.86354069] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 81 | Fitness: -26.865 | Solution: [ 5.02832125 -0.08572852] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 82 | Fitness: -37.836 | Solution: [2.37932569 1.71859479] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 83 | Fitness: -25.954 | Solution: [1.61792505 0.18318609] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 84 | Fitness: -38.831 | Solution: [ 0.53844996 -2.3070677 ] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 85 | Fitness: -38.277 | Solution: [3.25191917 0.38339816] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 86 | Fitness: -39.601 | Solution: [3.33663929 0.30179957] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 87 | Fitness: -9.187 | Solution: [3.00826809 0.0250017 ] 
[2025-03-24 15:41:50,606] INFO problem_rustrigin_2d:161 > Step: 88 | Fitness: -27.435 | Solution: [ 2.87571485 -2.26793656] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 89 | Fitness: -22.379 | Solution: [-3.7967879  -0.06633833] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 90 | Fitness: -24.659 | Solution: [-4.11020964 -2.07702315] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 91 | Fitness: -31.319 | Solution: [-2.53337677 -2.06613171] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 92 | Fitness: -24.790 | Solution: [-0.51803172  0.15845763] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 93 | Fitness: -15.650 | Solution: [-0.27506333  2.0013576 ] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 94 | Fitness: -9.653 | Solution: [-0.83399532  1.99833626] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 95 | Fitness: -17.618 | Solution: [-2.02097876  3.13929663] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 96 | Fitness: -27.770 | Solution: [-3.35247482  0.05183277] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 97 | Fitness: -30.993 | Solution: [-4.8113015  -1.05044825] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 98 | Fitness: -30.538 | Solution: [-1.74978786  2.28591118] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 99 | Fitness: -45.750 | Solution: [-1.392002   -2.54898826] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 100 | Fitness: -43.888 | Solution: [-5.09885021  3.95681606] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 101 | Fitness: -97.117 | Solution: [-4.68832757  6.45795269] 
[2025-03-24 15:41:50,607] INFO problem_rustrigin_2d:161 > Step: 102 | Fitness: -43.918 | Solution: [ 2.56373783 -4.08639671] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 103 | Fitness: -14.288 | Solution: [1.01547336 2.82964139] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 104 | Fitness: -26.387 | Solution: [2.01750125 1.5023828 ] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 105 | Fitness: -29.719 | Solution: [1.71504527 0.32418384] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 106 | Fitness: -5.236 | Solution: [ 0.95342495 -0.87022734] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 107 | Fitness: -22.009 | Solution: [ 0.93114196 -0.51495622] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 108 | Fitness: -32.945 | Solution: [ 3.03672829 -3.2921804 ] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 109 | Fitness: -24.346 | Solution: [ 4.02481618 -2.13656135] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 110 | Fitness: -14.584 | Solution: [ 2.89220324 -1.97717235] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 111 | Fitness: -28.242 | Solution: [ 1.17067411 -1.56382742] 
[2025-03-24 15:41:50,608] INFO problem_rustrigin_2d:161 > Step: 112 | Fitness: -42.937 | Solution: [-2.39827425 -4.10941797] 
